local_site_name,count
UNCW CAMPUS,268
BACKGROUND PM10 SITE_PIPELINE WEST OF US ROUTE 1,265
Irving Elementry School,264
ON PIPELINE RIGHT-OF-WAY,264
LOCATED ON THE WEST SIDE OF TOWN IN A GRASS/PARK AREA,263
"SUBURBAN SITE NORTH EAST OF TOWN , RESIDENTIAL SETTING",262
 USA (CLOSED),262
MPCA SITE 0956,262
LINCOLN SOUTH - SOURTH OF MOSCOW MILLS 6 MILES W OF HWY 61 ON HWY U.,259
Fallon,259
DTE Energy Company,258
ASHLAND O'CLAIR SERVICE STATION,258
POULSBO,257
S OF MOSCOW MILLS 4 MILES N OF INTERSECTION OF HWY 61 ON HWY U,256
WEST OF WARD & WYATT RD. INTERSECTION,256
DTE Energy,256
SITE NEAR GRAVEL ROAD AND SURROUNDED BY AG. FIELDS (GRASS AND WHEAT),256
SF-USD,255
San Pablo - El Portal Center,255
"SE CORNER BROAD & MARKET STREETS, ROOF OF POLICE BOOTH",255
135 FT. SOUTH OF ROADWAY DIRECTLY ACROSS FROM PLANT FRONT GATE,249
Sunnyside School,249
TOP OF POST OFFICE BUILDING,246
Lovelock,246
PARKING LOT ON ATLANTIC AVE IN FRONT OF TRUMP GARAGE,246
Decker # 3 - Niner Ranch,246
Mary Snow School,244
CENTRAL SITE FOR URBAN HAZE MONITORING,244
WEATHERBEE SCHOOL IN HAMPDEN,244
ORRINGTON CTR DR SCH,244
SITE LOCATED AT END OF W. SESAME STREET IN BEAR VALLEY,243
YMCA,243
MONTEREY AMS,241
NORTH KANSAS CITY - CATEGORY A CORE SLAMS.,239
REPLACE SITE ID #220550001,238
Harrah-Yakama Tribe,237
Shreveport / Calumet,236
NE 1/4 SE 1/4 SEC32 T8SOUTH R40E,236
AGRICULTURE BUILDING,233
Clearbrook,232
ECHOLS,232
Los Banos,232
Fairport Harbor Lake,231
Houston East,231
DENVER - NJH-E,230
JHS 126,229
GREENVILLE SCHOOL,229
HOTCHKISS PUBLIC WORKS BUILDING--222 W. BRIDGE ST.,228
STATION LOCATED NEAR INTERSECTION OF 6000 SO & 10000 WEST,228
SITE IS ON A PLATFORM ON GROUNDS OF KENTUCKY WESLEYAN COLLEGE,227
Garfield County Library,227
SITE IS LOCATED ON WEST SIDE OF THE MAIN RUNWAY NEAR CAP DRIVE,226
POTAWATOMI,225
ST IGNATIUS SITS IN A BOWL VALLEY AND THE PREVAILING WIND DIRECTION,225
Mille Lacs Band,224
AT THE TOP OF THE POST OFFICE BUILDING,224
Rome,224
Blgs North Park,224
North Scottsdale,223
ANITEC PLANT,223
Piru - Pacific,222
WALL STREET,222
FLAGSTAFF THORPE PARK,222
SUPERSEDES SITE 371390001 ELIZABETH CITY,221
ROSSITER PUMP HOUSE,219
APPROXIMATELY 100 FT SOUTH OF WEBB HIGH SCHOOL,218
LIBERTY ST PARKING LOT,217
ON THE ROOFTOP AT LES BOIS JUNIOR HIGH SCHOOL IN SOUTHEAST BOISE,213
Loyalton-309 W 3rd Street,213
GRANDVIEW,212
HAWKINS PT LAT/LONG POINT IS OF SAMPLING INLET,211
Mojave - Airport Bldg 58,210
Sabino Canyon,209
"TRAFFIC, RURAL PAVED ROAD",209
PAVED LOT BETWEEN IRELAND BANK AND VILLAGE MARKET.,209
NELSON CREEK,208
Laramie I-80 Mobile,208
Trona-Athol,208
Kern Wildlife Refuge,207
120 NORTH 27TH STREET,207
BRIDGER COAL COMPANY,206
PAONIA MIDDLE SCHOOL,204
Hanford-Lacy Blvd,204
LOCATED ON TOP OF POST OFFICE,204
Youngstown State,203
0.5 MILES N-NE OF GPC FACILITY,202
FMC SITE LOCATED WEST OF FACILITY.,202
Cupertino Monta Vista,202
Benito Juarez Police Station,202
Sampler is located on roof of hospital,201
POINT=CENTER OF MASS OF MAN-MADE MATERIALS AT SITE,201
LONGFELLOW SCHOOL,200
El Cajon - Floyd Smith Dr.,199
ZAMPIERI STATE OFFICE BUILDING,198
Winterhaven,198
University Medical Center,195
Ninez Mexicana Juarez,195
DIVISION STREET,193
LOCATED IN BACK YARD APPROX 50 FEET FROM HOUSE,192
"AT LABORATORIO TIJUANA, BCN",191
ROSLYN,189
Alexandria Health Dept.,188
CEMENT COMPANY LOCATED 2.1 MILES WEST,188
Susanville,188
Hillsboro - Hare Field,187
Pala Airpad,187
DICHOTOMOUS SAMPLER,186
EQB # 65 PM10 ESC. JUANITA RIVERA ALBERT VIEQUES,186
3 CROSS STREET,186
SOUTH BEND CAAP,185
Jeffersonville- Bates-Bowyer Ave.,184
Boone (School),184
Berkeley,183
EASTON MCCAIN FOODS SPECIAL PURPOSE SITE,182
Casino Center,181
A J MAINTENANCE YARD,181
ON TOP OF PLATFORM AT KAKAGON FISH HATCHERY,181
NEAR CHAPARRAL STEEL CO.,181
Bishop-351 N. Main St.,181
TOP OF APARTMENT BUILDING - 36 METERS FROM ROUTE 2 (MAIN STREET),180
"AT ENSENADA, BLVD. ADOLFO RAMIREZ MENDEZ NO.98 Y AVE. MEXICO",180
Rockefeller Library,180
SITE IS LOCATED ON A WELL HOUSING SHELTER IN THE CAR LOT,180
MOUNT-OLIVE,180
THOMPSON RIVER POWER,179
Bellefonte River Road Park,179
MONITOR ON THE ROOF OF THE LIVING QUARATERS OF A COLUMBUS FIRE ST.,178
LOCATED NEAR RESIDENCE ON STREET,177
"4 BLKS NO OF OLD SITE/MAJOR INFLUENCES-TRAFFIC,WOOD HEATING,SEA SALT",177
Olancha-Post Office,176
LOCATED BY THE OFFICE OF THE FARM.,176
SUPERSEDES ROCKY MOUNT (065-0002),176
Napa Valley College,176
Chico-Salem St.,175
COASTAL CARPET BUILDING_PM10 SAMPLING TERMINATED A,173
100 FEET SOUTH OF 8TH STREET,173
Smurfit-Stone Container Site 2A,173
ROOF OF BREWER JUNIOR HIGH BUILDING. SITE SHUT DOW,172
D.S.S. BLDG.,171
Pittsboro,171
LOCATED BETWEEN RAILROAD TRACKS AND MINERAL WELLS AVENUE,171
South Lake Tahoe-Tahoe Blvd,170
Kemmerer Mobile,170
LOCATED AT VERNON SCHOOL NW OF LAKEVIEW,168
SAMPLER LOCATED ON STRUCTURE ADJACENT TO TRAILER.,168
Kenansville,168
PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96,168
EAST OF FAA RD. & AMERICAN INTERSECTION,167
PM10S MOVED FROM HOLABIRD E.S. TO BROENING HWY FIRE STATION #50,165
TRAILER LOCATED IN PARKING LOT OF MIDDLE SCHOOL,164
San Jose - Piedmont,163
ROCKINGHAM CO. VDOT,162
"Spruance Street, Hopewell",162
WEST SIDE OF PLANT PROPERTY,162
Flint Hills Refinery 420,162
FARGO RESIDENTIAL,159
LOCATED NORTH OF MERCY HOSPITAL ALONG HIGHWAYS 2/85 BYPASS,158
NORTH-EAST SIDE OF PLANT,158
SATELLITE TV SITE,155
HIGHWOOD GENERATING SITE,154
Five Points,153
Ranchos Aspen Park,153
Salmon - Charles St.,153
Grass Valley-Henderson St.,151
"CONCO QUARRIES SITE LOCATED NEAR WILLARD, 7 MILES NW OF SPG, GREENE",150
LATOURETTE GOLF COURSE,149
LOCATED ON ROOF OF DNR SOUTHERN DISTRICT SERVICE CENTER,149
SOUTH OF BROWNING AT BLACKFEET INDUSTRIAL SITE,149
95 NORTH CLEVER COUNTY PM10,148
Southern Asphalt,147
NE QUARTER OF THE SE QUARTER OF SECTION 29: T1N: R38E,144
Incline,144
OWENS CORNING ON LOWER BROWNSVILLE RD MONITOR NEAR FIBERGLASS RD,144
6Q Las Cruces,143
FRESHKILLS WEST,143
ROOFTOP INSTALLATION ON TOP OF DORA ERICKSON SCHOOL,142
THOMPSON RIVER CO-GEN,142
UNLOADING ZONE FRESHKILLLS LANDFILL,142
MIAMI SOUTH,141
FLAGSTAFF ADOT,141
HARDIN POWER PLANT #1,140
UNITED ILLUMINATING(UI) PROPERTY,140
SEASONAL SITE,140
LOCATED NEAR CENTER OF VACANT LOTS,138
OTHELLO,137
SITE LOCATED ON NE CORNER OF INTERSECTION OF HWY 93 & TERRACE LK.RD.,137
FRESHKILLS EAST,137
Lincoln-L Street,136
DAVE JOHNSTON SITE #824,135
150 FT AWAY FROM THE GULF OF MEXICO,134
Medford - Grant & Belmont Sts. (MGB),133
DECATUR (CLOSED),133
SITE WAS SHUT DOWN AND RELOCATED TO A NEW LOCATION APPROXIMATELY 2,133
HOULTON PIONEER TIMES COURT STREET,133
3.4 MILES ON LEFT FROM HWY 64 AT POWELL RESIDENCE 0.1 MILES FROM RD,132
VERY ROUGH ESTIMATE OF LAT/LONG,132
"DIAMOND HILL MINE DOWNWIND,INDIAN CRK RD;ACCESS RD 150 MTRS E",131
WAUPACA TSP SITE - HWYS 22/54,130
Stn.1 Big Pine Paiute site,129
POINT=CENTER OF MANMADE MATERIALS AT SITE,127
LAKE FOREST PARK TOWNE CENTER,127
SITE LOCATED IN RESTROOM EQUIPMENT ROOM OF STATE PARK,125
"I-196 IS APPROX. 1,000 FT SOUTH OF SAMPLER",124
San Antonio Bulverde Parkway,124
"FELCH ST IS APPROX. 2,500 FT S OF SAMPLER",123
Kohler Co,123
CHICAGO DR IS APPROX. 400 FT EAST OF SAMPLER,123
GRASSY AREA NORTH OF GARDNER RESIDENCE,122
HOPKINSVILLE,121
"I-196 IS APPROX. 2,500 FT SOUTH OF SAMPLER",120
Humboldt Hill,119
"TENNESSEE VALLEY AUTHORITY PSD SITE IN HAMBLEM COUNTY, TN",119
MONITOR ON TOP OF PRIMETIME PIZZA BUSINESS,118
A420110716LAT/LON POINT IS OF SAMPLING INLET,118
WASHINGTON IRVING JUNIOR HIGH SCHOOL,117
McAdory,117
IN A GRASSY FIELD OF A VALLEY VARYING FROM LEVEL TO ROLLING TERRAIN,117
Nipomo-Hillview Road,117
Flint Hills Refinery 423,116
HENDERSON CENTER/MARSHALL UNIVERSITY - MOVED FROM WATER CO. 5/98,114
NEAR STONE CONTAINER CORP.,114
LOW FORESTED AREA,113
Camden Spruce Street,113
MAXWELL HILL ELEMENTART - BECKLEY,113
Houston Texas Avenue,112
MOVED FROM SUNNYSIDE INTER TO CHIEF KAMIACHIN,112
NEXT TO COUNTY ROAD #9 (GRAVEL) ON EDGE OF CROPLAND,111
PM10 LOCATED N. OF B.R.BLDG (GST) KNOWN AS BAR FAB PM10 ALSO 42602.,110
1997/1998 MN AIR TOXICS SITE,110
OPEN AREA NE OF VISITOR PARKING LOT AND ADJACENT TO AIRPORT RD,110
SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,110
8 MILES E OF INTERSTATE 55 IN NE STE. GENEVIEVE CO.,110
PRESQUE ISLE AIRPORT,110
FT MEADE LAT/LONG POINT IS OF THE SAMPLING INLET,109
SITE LOCATED NEXT TO OLD COLUMBIA RD AND ADJACENT TO AN OPEN FIELD,109
LOCATED IN NATIVE PRAIRIE ON A HILLTOP,109
Colfax-City Hall,108
BATTLE CREEK MIDDLE SCHOOL  HAPS SPECIAL STUDY  MPCA SITE 0873,108
"375 WILSON, ALPENA CO.",108
PM10 AND TSP MONITORS ARE LOCATED IN GRASSY AREA BEHIND VOL FIRE DEP,107
EXXON GAS STATION TRIANGLE ELLSWORTH HIGH ST,107
36 FEET FROM NORTH POINT ROAD,106
MONITOR LOCATED ON SE CORNER OF THE ROOF,106
LOCATED IN AN ABANDONED FARMSTEAD ON EDGE OF CROPLAND,106
HILLSIDE,106
Stockton - University Park,106
GST STEEL CO 7300 HAWTHORNE ARMCO/SLUDGE STATION.,105
Benicia - VIP,105
LOLO LUBE APPX 100 MTRS W OF HWY 93;IN FIELD BEHIND COMM DEVELOPMENT,105
KEENEY KNOB MOUNTAIN,105
Lawrence Co ozone monitor,105
52.5 FEET FROM FORD AVE,105
Phillips Community Center,104
LAT/LON = CENTER POINT OF MET STATION TOWER,104
"TRAILER IN FENCED IN PAVED LOT, CORNER LEXINGTON & E. FERRY",104
PRESCOTT,104
NEXT TO COUNTY ROAD (GRAVEL) ON EDGE OF CROPLAND,102
LOCATED ON TOP OF GRGID BUILDING IN RANCHOS AREA OF GARDNERVILLE,99
VCU Rice Center,99
BOUNDARY COUNTY JUNIOR HIGH SCHOOL,99
"Calzada Universidad #1 Col. San Fernando, Tecate B. C. cp 21460",99
__________LOCATED ON FOREST LOOKOUT TOWER,97
TOP OF 400 E. UNIVERSITY ACROSS FROM ASHBOCK SAND/GRAV & KAPLAN RECY,96
Auburn - Dewitt - C Avenue,96
RESIDENTIAL AREA BORDERING HIGH SCHOOL.,95
"BETWEEN MR MINING OPERATIONS & UPTOWN BUTTE,SW SIDE OF BERKELEY PIT",93
Clarksville PM 2.5 monitor,92
EQB #64 PM10 ED. DEFENSA CIVIL ISABEL II VIEQUES,91
Westlake,90
OWENS CORNING PLANT MONITOR NEAR INTERSTATE 40,89
JOURNAGAN QUARRIES - CLEVER OLD NORTH SITE 20 MILES W OF HWY 65,89
Taft NCore PAMS,88
NEAR NATURAL GAS ODORIZER ON ASH GROVE CEMENT PROPERTY,88
South Bend-Shields Dr.,88
NOGALES CARILLO PLACE,88
AK STEEL_SPENCER COUNTY,86
Independnece-DWP#77,85
Nogales Sonora Institute ITN,85
Pit 15,84
HOULTON FIRE STATION MONITOR SHELTER,83
Lawrenceville,83
SCHOOL ADMINISTRATION BLDG,83
SE CORNER OF EMPTY LOT OF THE HAYWOOD CO LIBRARY (CANTON BRANCH),82
Portland Cully Helensview School (PCH),82
SONORA TECHNICA,81
A420950024LAT/LON IS POINT OF SAMPLING INLET,81
DOUGLAS HIGH SCHOOL,80
DEQ Tidewater Regional Office,79
Rocklin-Sierra College,78
SONORA COBACH,78
MORRIS ST - FIRE STATION,78
50 FEET WEST OF MARGARET ST,76
EQB #48 SIP COMPLIANCE VERIFICATION.,75
CITY OF LAKELAND WATER TREATMENT PLANT,75
PNS,75
Carson City-NW Corner of Equipment Yard,74
A420810403LAT/LON POINT IS AT CORNER OF TRAILER,73
Odessa-Hays Elementary School,73
SHELTER LOCATED IN PARKING LOT OF COLONY HIGH SCHOOL,73
TRADEWINDS,73
UNITS ARE ON THE ROOF,72
SITE IS IN A FIELD SOUTHEAST OF THE NIXON POWER PLANT,71
NOGALES MARIPOSA COMMUNITY HEALTH CENTER,70
HARRIMAN HIGH SCHOOL,70
LAWRENCEBURG,70
ON TOP OF FORD DEALERSHIP'S WORK SHOP,69
ETNA PM-10 SITE,68
MONITORING NEAR BOX CROW CEMENT CO.,66
Sitton Elementary,66
WICKENBURG SHERIFF STATION,65
General Electric Plant,65
ON NEWPORT NEWS SCHOOL MAINTENANCE FACILITY,64
ADEM MALLARD CREEK PM10 STATION NEAR DECATUR AL,64
"US HWY 191, YELLOWSTONE NAT'L PARK WEST ENTRANCE",64
CELP - Site # 1,64
FORMER CHESSIE TSP MONITORING SITE,63
SITE IS 120 METERS WSW OF PLANT,63
Bridgham School site,62
LOCATED IN PENTHOUSE ATOP CUSTOMS BUILDING,62
Scotts Valley-Vine Hill,62
MET STATION IS LOCATED NE OF MONITORS AT A DISTANCE OF 755.9 METERS.,61
SW Purdue Ag. Farm,61
"TVA PSD SITE IN ACKERMAN , MS",61
U of M - Duluth,61
IPL SUBSTATION AT DOW-ELANCO COMPLEX,61
SITE LOCATED 6 METERS SE OF JD BONG RESIDENCE IN FRONT YARD,61
 KENT - EAST SMITH ST (TEMPORARY RELOCATION FOR 530332004,60
JC PRISON PM10 SITE - FLOOD PLAIN ACROSS RIVER.,60
Harding High School,60
SAN JACINTO TOXIC SITE #2 SCHOOL DISTRICT HEADQUARTERS,60
SITE IS LOCATED 200 METERS ENE OF PLANT,60
Beaverton - Highland Park,60
LARGE LIMESTONE QUARRY OPERATIONS,60
2401 S 192ND SEATAC (TYEE VALLEY GOLF COURSE),59
SAUVIE ISLAND-SIS,59
Skyline Park,59
GT Craig NCore PAMS,59
DISTRICT 81,59
Talahi School,58
MARION HEALTH CARE HOSPITAL,58
Albert Lea City Hall,58
2501 S 150TH SEATAC N - BETWEEN 24TH AND 26TH AVENUES,58
SALISBURY; WICOMICO CO. HEALTH DEPT.;SETH HURDEL BUILDING,58
"TVA PSD SITE IN PUTNAM COUNTY, TN",58
MPCA SITE 1400,58
JOHNSON AND WALES,58
SAN JACINTO TOXICS SITE #1 MOUNTAIN VIEW HIGH SCHOOL,57
"TVA PSD SITE IN COFFEE COUNTY, TN",57
MPCA 2401 1997/1998 AIR TOXICS SITE,57
109 BUCKLIN STREET,57
"KITCHAGAMI REGIONAL LIBRARY, 1 STORY BUILDING",57
North Mankato,57
BLUEFIELD STATE COLLEGE LIBRARY,57
MPCA SITE 4003 1997/1998 AIR TOXICS SITE,57
"OPEN AREA, SOME ROLLING HILLS.  TRAFFIC FLOW IS A ROUGH ESTIMATE.",57
Itaska County Courthouse,57
TOP OF BUILDING,56
Lincoln Park School,56
Carrizo Plains,56
San Francisco - Bayview Hunters Point,56
MPCA SITE 0958 1997/1998 AIR TOXICS SITE,56
PRAIRIE WINDS MIDDLE SCHOOL,56
MIAMI SW GAS YARD,56
North Charleston Fire Station,56
"TVA PSD STATION NEAR NUTBUSH, TN IN HAYWOOD CO.",56
San Diego-Barrio Logan,56
150 FT FROM ADAMS ST AND 500 FT FROM LONG LAKE AVE,55
"TVA PSD SITE IN TUPELO, MS",55
"DECATUR, Alabama",55
Apple Valley,55
"TVA PSD SITE NEAR BATESVILLE, MISSISSIPPI",54
Fort Ripley,54
LIFT STATION,54
COMMERCIAL AND RESIDENTIAL AREA WITH HEAVY TRAFFIC FLOW.,54
NEW MONITOR,53
ELK RIVER CITY HALL,53
A.E. STALEY MANUFACTURING CO  SAGAMORE PLANT,53
MPCA SITE 4002 AIR TOXICS STUDY,53
"MPCA SITE 1241, AIR TOXICS SITE",53
McNesse,53
RED BARN,53
SCHLEUTER FARM_(HOLLOWAY),52
"MOORHEAD SENIOR HIGH SCHOOL,  1 1/2 STORY BUILDING",52
SITE NAME WEST LAKELAND  1999/2000 STATEWIDE AIR TOXIC SITE  0301,52
AT THE HARRISON HIGH SCHOOL NEAR INTERSECTION OF I-25 AND CIRCLE DR.,52
Blythe-449 W. Murphy St.,51
GREENVILLE HEALTH DEPT,51
"309 W LAKE ST, 17.5 FEET NORTH OF TAYLOR STREET",50
Lewiston,50
St. Michael Elementary School,50
Chickasaw Nation storage lot,50
Tualatin Bradbury Court (TBC) - Near Road Site,49
Willmar,49
MPCA SITE 0260,49
1999/2000 STATE WIDE AIR TOXICS STUDY HUTCHINSON SITE 4301,49
Brandon Township,49
"WINONA MIDDLE SCHOOL,  2 STORY BUILDING",47
MPCA SITE 7608,47
Monroe / Airport,46
AIR TOXICS MONITOR,45
866-A,44
Alexandria toxics site,42
SITE IS LOCATED ON THE NORTH-WESTERN EDGE OF MARCOTTE PARK,40
MPCA SITE 5356,40
SHERIDAN HOTEL,40
YUMA HEALTH DEPARTMENT,39
"E. OF WASHINGTON SCHOOL, 1.7 MILES NORTH OF HIWAY 16",38
MENA,37
Houston North Wayside,37
LOCATED BEHIND RESIDENCE ABOUT 100 METERS FROM PEARSON ROAD.,37
PINNACLE PEAK,37
LOCATED SOUTHEAST OF INYOKERN AIRPORT.,37
LOCATED ON FUELING BUILDING ON A PIER IN THE MARINA,36
Modesto-County Center,36
LOCATED AT SILVERTHORNE RECREATION CENTER,35
ROCKPIKE LAT/LONG POINT IS OF SAMPLING INLET,34
Crouse,33
Ridgecrest,32
15709 MEADOW RIDGE ROAD IN BACKYARD OF JIM JAROS ON TOP OF HILL,32
Lancaster - Fairgrounds,31
Miles City - Pines Hills,31
NORTHBOUND 200 FT TO STREET,30
BAD RIVER TRIBAL SCHOOL - ODANAH,29
New Albany- Green Valley Elem. Sch.,29
Charlestown CAAP,29
SITE,27
Muncie- Central HS,27
 AMARILLO  C305,27
AT WHITE PINE HIGH SCHOOL,25
Placerville Library,24
Nevada City,24
Ramapo,24
Blue Lake,23
Howard Heights,22
SEATTLE - SOUTH PARK #1,22
Chicora Elementary School,21
NEIGHBORHOOD AREA SURROUNDED BY FOREST - SNOWY IN WINTER.....,20
NOGALES BORDER PATROL STATION,19
Dallas Bexar Street,19
TEAGUE PM10 SITE LOCATION IS IN CITY OF TYLER,18
Eugene - Saginaw,18
"AV. ALFONSO GARCIA GONZALEZ #555, Y EJERCITO NACIONAL, MEXICALI, BCN",17
Portola-161 Nevada Street,16
Hanford- Weather Station,16
RE-LOCATED SBIII SITE,15
PRESIDENCIA MUNICIPAL/CITY HALL,15
Mono Lake-East Shore,14
Quincy-W Main St.,14
Jackson-Buena Vista Rd.,13
Lake Montebello,13
"ZOTOLUCA Y TORRESILLA S/N EN MEXICALI, BCN",13
Fresno-Cal State#2,12
Jackson-5730 Buena Vista Rd.,11
1/4 MILE SOUTH OF INT'L BORDER,11
"AVENIDA COLUMBIA Y JESUS SANSON FLORES S/N, MEXICALI, BCN",9
Lancaster-N. Beech St.,9
YUMA CITY YARD,9
KELLY BOX,8
Biggs,8
Santa Clarita-Honby St.,5
Fresno-Olive St.,3
Taft-10th St,3
