cbsa_name,count
"Eau Claire, WI",3242
"San Juan-Carolina-Caguas, PR",3237
"La Crosse-Onalaska, WI-MN",3233
"Harrison, AR",3229
"Bishop, CA",3202
"Truckee-Grass Valley, CA",3202
"Albany, GA",3192
"Flint, MI",3164
"Madison, WI",3137
"Glenwood Springs, CO",3101
"Fort Smith, AR-OK",3094
"Alexandria, LA",2874
"Ardmore, OK",2847
"Lafayette-West Lafayette, IN",2821
"Hilo, HI",2797
"Modesto, CA",2783
"Ottawa-Peru, IL",2754
"Lewiston-Auburn, ME",2680
"Houghton, MI",2663
"Prescott, AZ",2648
"Allentown-Bethlehem-Easton, PA-NJ",2619
"Lake Havasu City-Kingman, AZ",2604
"Champaign-Urbana, IL",2499
"Berlin, NH-VT",2496
"Branson, MO",2413
"Dickinson, ND",2410
"Rapid City, SD",2408
"Roswell, NM",2406
"Gadsden, AL",2346
"Winona, MN",2304
"Tuscaloosa, AL",2290
"Santa Maria-Santa Barbara, CA",2261
"Barnstable Town, MA",2248
"Greenville, NC",2247
"Emporia, KS",2204
"Ruidoso, NM",2150
"Vineyard Haven, MA",2112
"Dalton, GA",2103
"Butte-Silver Bow, MT",2006
"Espa?ola, NM",2000
"St. Joseph, MO-KS",1956
"Gettysburg, PA",1917
"McAlester, OK",1898
"Manchester-Nashua, NH",1851
"Sanford, NC",1838
"El Dorado, AR",1821
"Charleston, WV",1816
"Gillette, WY",1798
"Texarkana, TX-AR",1779
"Mayaguez, PR",1644
"Monroe, LA",1602
"Denver-Aurora-Lakewood, CO",1578
"Reno, NV",1573
"Fargo, ND-MN",1560
"Ponce, PR",1539
"Hanford-Corcoran, CA",1530
"Clarksville, TN-KY",1467
"Greenfield Town, MA",1412
"South Bend-Mishawaka, IN-MI",1411
"Coos Bay, OR",1312
"Norwich-New London, CT",1154
"Akron, OH",1109
"Laramie, WY",1025
"Harrisburg-Carlisle, PA",954
"Sioux Falls, SD",914
"Lawrenceburg, TN",903
"Douglas, GA",881
"Oxnard-Thousand Oaks-Ventura, CA",881
"Urban Honolulu, HI",870
"Lancaster, PA",745
"Greeley, CO",743
"York-Hanover, PA",735
"New Castle, IN",733
"Dover, DE",730
"Monroe, MI",722
"Erie, PA",720
"State College, PA",717
"Scranton--Wilkes-Barre--Hazleton, PA",717
"Price, UT",631
"Ithaca, NY",617
"Nogales, AZ",611
"Mount Vernon, IL",589
"Wichita, KS",582
"Jasper, IN",572
"Elkhart-Goshen, IN",563
"Kingsport-Bristol-Bristol, TN-VA",560
"Reading, PA",513
"Grand Junction, CO",473
"Laurel, MS",470
"Bismarck, ND",445
"Sault Ste. Marie, MI",421
"Cheyenne, WY",374
"Kinston, NC",351
"Johnstown, PA",341
"Colorado Springs, CO",294
"London, KY",244
"Grenada, MS",212
"Holland, MI",188
"Manitowoc, WI",181
"Gardnerville Ranchos, NV",168
"Searcy, AR",156
"Jackson, TN",150
"Espa¤ola, NM",148
"Eufaula, AL-GA",134
"Point Pleasant, WV-OH",133
"Ada, OK",101
"Athens, OH",92
"Steamboat Springs, CO",63
