city_name,count
Ogden,3830
Sheffield,3821
Slinger,3814
Stuart,3794
Claremont,3781
Aspen Park,3757
Palm Bay,3692
North Bend (Northbend),3661
Ladonia,3660
Dothan,3654
Eatonville,3651
Bunnell,3649
Brigham City,3634
Concepcion,3623
Vicksburg,3611
Missoula,3595
Casper,3583
Channel Islands National Park,3573
Thomasboro,3573
Newbury,3555
Highland Heights,3542
Chico,3541
Cottonwood West,3530
Chelsea,3501
Brainerd,3444
Fall River,3430
Deerfield,3421
Charlestown,3395
Polk City,3392
Marshall,3386
Detroit Lakes,3385
Harlingen,3381
Hurricane,3361
Cheney,3348
Brookhurst,3334
Indianapolis,3329
Mountain View,3314
Easton (Easton Center),3296
Mammoth Lakes,3280
Stateline,3265
Waveland,3262
Fairbanks,3261
Roland,3257
Newburyport,3251
La Crosse,3238
Ladue,3220
Ferguson,3215
Plant City,3201
Hawaii Volcanoes National Park,3166
Anadarko,3158
Williamsport,3149
Greenbelt,3137
Escalante,3133
San Ramon,3106
Shiprock,3101
Isla Vista,3079
Elyria,3079
Temple,3061
Cliffside Park,3042
Deming,3034
Agawam,3031
Manistee,3017
Northridge,2996
Cooleemee,2976
Battlement Mesa,2951
Greenfield,2900
Sebastopol,2897
Brockton,2893
Bishop,2840
Schiller Park,2823
Plainfield,2766
Calumet City (PU RR name Calumet Park (sta.)),2761
Milwaukie,2747
Tucker,2717
Easton,2716
Dune Acres,2708
Tualatin,2701
Herriman,2691
Sequoia National Park,2679
Richmond,2673
Mobile,2672
Otay Mesa,2667
Highland,2650
Loretto,2610
Stow,2608
Quinnesec,2605
Suitland-Silver Hill,2584
Annandale,2578
Oshkosh,2577
Trona,2572
Kelso,2571
Kenansville,2566
Sunset Hills,2535
Erda,2507
South Milwaukee,2507
Foley,2502
Bar Harbor (census name for Bar Harbor Center),2497
Smithfield,2491
Williston,2476
Kittery (census name for Kittery Center),2459
Healdton,2453
St. Martinville,2433
Minneapolis,2431
Boulevard,2430
Hermiston,2424
Penn Hills (Township of),2422
Hope,2415
Santa Cruz,2412
Eau Claire,2411
Mineral King,2409
Teaneck (Township of),2397
Torrington,2390
Fort Myers,2366
St. Ann,2360
Sharon,2346
Smiths Grove,2329
Hemet,2323
Norco,2320
Yelm,2285
Waltham,2231
Vienna Center,2174
Hillside,2170
Whiting,2164
Yellowstone National Park (Also ID + MT),2159
Lincoln,2150
Branson,2143
Washington Terrace,2140
Sheboygan,2120
Sonoma,2103
Rutland,2096
Walters,2086
Kings Canyon National Park,2058
Jalama,2055
Waurika,2052
Biglerville,2042
Bethlehem,2031
Sunnyvale,1955
Torres-Martinez I.R.,1941
Redwood National Park,1891
Tahoe City,1889
Sudbury (RR name South Sudbury),1884
Ann Arbor,1877
North Brunswick Township,1861
Queen Creek,1826
Dripping Springs,1822
Rock Hill,1802
Beulah,1787
Indian Springs,1777
Green Park,1769
Grand Canyon,1764
Smithland,1737
Palo Verde,1725
Cave Rock,1723
Parkdale,1705
Sault Ste. Marie,1677
Lindon,1667
Enoch,1661
Scituate (census name for Scituate Center),1658
Bridgeport,1644
Conway,1639
Gasquet,1638
Providence,1625
Englewood,1577
Chalmette,1538
Riverton,1531
Norwood,1529
Midvale,1526
Algonac,1524
Glen Burnie,1508
Tooele,1498
Kokomo,1483
Fort Thomas,1481
Whittier,1461
Dunn Center,1459
Los Alamitos,1457
Makawao,1436
Mercedes,1431
Kaycee,1412
Dover,1406
West Valley,1393
Shaver Lake,1357
Conway (census name for Conway Compact),1338
Murray,1335
Searchlight,1313
Pittsfield,1313
Athens,1288
Kountze,1277
Ponca City,1273
Copan,1270
Tishomingo,1263
Skowhegan (census name for Skowhegan Center),1257
Palmer,1254
Uniontown,1211
Cupertino,1211
Rapid City,1201
Morganton,1200
Fargo,1188
Bayamon,1177
North Ogden,1169
Citrus Heights,1154
Marble City Community,1134
Carbondale,1134
Mount Ord,1134
Berkeley,1121
Lowell,1092
Princeton,1091
Black Hawk,1080
Bend,1079
Mocksville,1075
Durant,1075
Crows Landing,1049
Point Reyes National Seashore,1036
Towaoc,1032
Reynoldsburg,1016
Anchorage,998
Gainesville,992
Kennewick,990
Stroud,977
Jeffersontown,947
Phenix City,942
Hamden (Town of),919
Old Field,892
Smithville,888
Greenville (Town of),886
Mayaguez,880
Sheboygan Falls,866
Spokane,861
Breckenridge Hills,860
Wake Forest,859
Shepherd,834
Goodland,834
Lake Pleasant,828
Nevada City,824
Roy,812
Aspen,811
Hugo,811
McGuire Air Force Base,808
Dover-Foxcroft,801
Sinclair,790
Petrified Forest National Park,784
Santa Monica Mountains National Recreation Area,783
South Coffeyville,779
Lexington (Town of),778
Diamond Bar,745
Platteville,744
Fairfax,738
Fond du Lac,734
Talladega,732
Livonia,726
Dodge City,718
Signal Hill,716
Saline,699
West Valley City,693
Temecula,687
Watertown,681
Beverly Hills,655
Poughkeepsie,645
West Chester,642
Benicia,641
Levittown,636
Evergreen,629
Elkhorn,628
Portage,618
Wyandotte,603
Pendleton,599
Corcoran,584
Laramie,584
Commerce City,582
Moncks Corner,572
Coffeyville,570
Larned,569
Salem,556
Kremmling,547
Crockett,546
James Town,542
Enterprise,539
Wasilla,488
Newcastle,474
Pocatello,438
Kingston,436
Mount Vernon,425
City of The Dalles,424
Cody,413
Westley,395
Rock Springs,392
Glenwood Springs,392
Cumberland,368
Lovell,368
Sheridan,367
Magna,363
Greer,360
Moapa Valley,360
Cheyenne,357
Broderick-Bryte,350
Santa Ana Pueblo,350
St. George,348
Eastover,345
Hempstead,341
Burney,337
Rosenberg,324
Kingsport,309
Mission (Government Indian Mission),300
South Kingstown (Town of),298
Golden,292
Grafton,280
Springville,261
Pryor (corporate name Pryor Creek),250
Paso Robles,250
Jasper,246
Escanaba,246
Terrell,245
Union City,244
Ennis,241
Fort Gibson,231
Littleton,216
Bellevue,215
Bow (Bow Mills),213
Lewisburg,208
Newport News,199
Dickson,198
Brawley,197
Chippewa Falls,185
Mitchell,184
Baxter,183
Pueblo West,182
Traverse City,175
Diamondville,166
Brackenridge,164
El Mirage,154
Ludlow,154
Earle,153
Palmdale,153
Laughlin,153
South Haven,152
Cajon,151
Hinkley,146
Avalon,141
Helendale,141
Sandy Valley,136
Boron,132
Sequim,114
Brighton,101
Tehachapi,93
Mount Baldy (Mt. Baldy),92
New Roads,90
Ada,90
Waterloo,87
Taylors,82
Folcroft,78
Coeur d'Alene,76
Jonesport (Town of),62
Ak-Chin Village,30
