cbsa_name,count
"Prescott, AZ",342
"Grand Forks, ND-MN",326
"The Dalles, OR",313
"Alpena, MI",304
"Steamboat Springs, CO",304
"Traverse City, MI",290
"West Plains, MO",243
"Orangeburg, SC",229
"London, KY",222
"Weatherford, OK",218
"Stillwater, OK",215
"Pullman, WA",208
"Price, UT",181
"Centralia, WA",127
"Ketchikan, AK",102
"Aberdeen, WA",98
"Othello, WA",97
"Iron Mountain, MI-WI",92
"Port Angeles, WA",88
"Shawnee, OK",88
"Shelton, WA",80
"Walterboro, SC",79
"Albert Lea, MN",75
"Moses Lake, WA",71
"Longview, WA",69
"Corsicana, TX",62
"Walla Walla, WA",62
"Hutchinson, MN",61
"Moscow, ID",56
"Roseburg, OR",51
"Mankato-North Mankato, MN",50
"Alexandria, MN",48
"Willmar, MN",42
"Fergus Falls, MN",42
