address,count
"548 WALKER ST., SHAFTER, CA., 93263",2966
Cleveland Ave at Clark Dr,2962
NCore - North Cheyenne Soccer Complex,2958
TWP RD 500 E.,2952
2516 1/2 Texas Avenue,2949
FOX BOTTOM AREA,2946
"2820 M St., Bakersfield, CA 93301",2943
2165 AIRPORT ROAD SW,2922
"WIND CAVE NATIONAL PARK, SOUTH DAKOTA",2915
1425 Airport Drive,2911
7101 BIRCH ST.,2911
"2500 E. PRESIDENT STREET, Bd-A, SAVANNAH, GA, 31404",2892
11153 Kling Road,2886
Evansville-Buena Vista-1110 W. Buena Vista Rd.,2879
KORBEL AVE.,2878
VOYAGEURS NATIONAL PARK,2877
175 BINGHAM ROAD,2844
"984 East Avenue, Chico",2840
"I-15 Exit 209, then Sperry Dr.",2840
100 West Temple Pl,2840
SOUTH OF SR88,2835
650 SOUTH AVE.,2804
"120B N 4TH ST, SAN JOSE",2802
"3905 S. OLD SPANISH TRAIL, SAGUARO PARK EAST",2798
512 OWENS DR.,2787
2700 Austin Ave,2778
PARK SERVICES OFFICE 1100 OHIO DRIVE,2773
809 Pioneer Road,2773
201 H O Mills Blvd,2768
ELLYSON INDUSTRIAL PARK-COPTER ROAD,2762
PETERSON ELEM/4856 CLINTON ST,2762
1713 2nd Street,2760
555 TOWNER ST (YPSILANTI),2753
1801 9th Ave. SE,2742
1310 CLEVELAND AVE,2736
"Piney Run, Frostburg Reservoir, Finzel",2735
402 SOUTH 4TH AVE,2728
6024 HIGHWAY 200,2726
4646 North Humboldt,2713
PENN STATE UNIVERSITY - ARBORETUM SITE,2711
Barrett & Monahans Streets,2708
301 WEST ST & GOLD HILL AVENUE,2706
1802 Nueces Bay Blvd (Citgo Refinery Co),2705
3903 1/2 Old Highway 146,2697
"N OF KLAMATH RIVER, REDWOOD NP",2695
San Gorgonio Wilderness,2665
6940 OXFORD GETTYSBURG RD.,2663
"9001 'Y'STREET,FT.MEADE,ANNE ARUNDEL MD",2663
"BONNE TERRE: 15797 Highway D, Bonne Terre, MO 63628",2662
