address,count
"735 SW WAGNER MEADOWS DR, GRANTS PASS, OR 97526",6521
DRY FORK DF-1,6520
"Piney Run, Frostburg Reservoir, Finzel",6502
KENMORE SQ,6491
ILLINOIS BEACH STATE PARK,6473
" PG County Equestrian Center, 14900 Pennsylvania  Ave.",6454
ADA COUNTY FAIRGROUNDS,6442
MARKET STREET,6440
2325 IRVING ST.,6438
"EMMA WOOD STATE BEACH, VENTURA",6410
3355 Grandview Ave & 32nd St,6390
906 S BROADWAY - SANTA MARIA,6387
685 WASHINGTON STREET,6378
"468 MANZANITA AVE, CHICO",6368
4364 Independence Parkway South,6326
CHEROKEE HEIGHTS DRIVE,6324
1310 CLEVELAND AVE,6305
"WIND CAVE NATIONAL PARK, SOUTH DAKOTA",6289
Weminuche Wilderness Area - Shamrock Station,6264
NORTH OF NEWKIRK OK. ON HWY 77 - EAST HOME ROAD (E0040RD) .90 MILES,6262
"2800 Pheasant Drive, Casper",6236
200TH STREET AND SOUTHERN BLVD Harding Lab,6232
CRM Met II,6226
"260 BEVER GRADE, LAPWAI",6209
"STP, 779 TWO MILE CREEK ROAD",6201
2420 ELGIN CLUB RD,6198
50 TU SU LANE,6195
"8600 WEST 24000 NORTH PORTAGE, UTAH",6190
"EL DORADO SPRINGS: Highway 97 & Barnes Road, El Dorado Springs, 64744",6186
"TROOST: 724 Troost (Rear), Kansas City, MO 64106",6149
1101 E-SHA LANE,6134
"Davidsonville  Recreation Center, 3801 Queen Anne  Bridge  Road",6108
695 HILLSIDE ST Blue Hill Observatory,6105
ROOSEVELT SCHOOL PARK AVE.,6092
"3530 FERRY ST, SPOKANE, WA",6070
"2088 Idlewood Road, Tucker, Georgia 30084",6066
"3425 N FIRST ST, FRESNO",6055
1810 N 16TH STREET,6037
30525 SE MUD MOUNTAIN ROAD,6036
"UNIVERSITY OF CONNECTICUT, AVERY POINT",6032
OCI - Downwind (East of facility),6027
COSO GATE,6012
"4706 E. DRUMMOND ST., FRESNO",6005
"COBACH, COLEGIO DE BACHILLERES, MEXICALI",5997
KY 338 & LOWER RIVER ROAD,5981
"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",5976
End of 90th Street @ Jefferson County Airport,5967
"WEST ALTON: General Electric Store, Highway 94, WestT Alton, MO 63386",5947
11100 110TH AVE. DAVENPORT,5927
"COSO JUNCTION REST AREA, HWY 395",5913
2780 VIKING LAKE ROAD,5912
1JAMES STREET,5911
"4528 W 1700 S, SYRACUSE, UTAH",5901
"South Coal, WARMS station",5898
"20401 BEAR MTN BLVD, ARVIN, CA., 93203",5887
265 Foster Maldonado,5884
10TH ST. & VINE ST. DAVENPORT,5870
Queens College   65-30 Kissena Blvd  Parking Lot#6,5867
IOWA LAKES COMMUNITY COLLEGE,5854
1101 JENNISON STREET (BAY CITY),5842
6981 28TH AVE (JENISON),5840
57700 GRATIOT (NEW HAVEN),5836
"LAKEVILLE MS, G11107 WASHBURN RD (OTISVILLE)",5836
1802 Nueces Bay Blvd (Citgo Refinery Co),5832
"84 E. 'J' ST., CHULA VISTA",5832
750 DUNDEE ROAD,5831
WHALEY PK 3610 IOWA (FLINT),5831
"1907 CARPENTER, DES MOINES IOWA",5822
4689 DEFIELD RD (COLOMA),5819
7421 Park Place Blvd,5810
24430 LACEY TRAIL,5809
10300 14 MILE RD NE #B (EVANS),5809
3724 North Hills Dr,5807
966 W. 32ND (HOLLAND),5806
22721 DIAMOND COVE ST (CASSOPOLIS),5801
"WILDCAT MTN, HWY 33, ONTARIO",5794
1172 S M25 SAND BEACH TWP (HARBOR BEACH),5793
"INSTITUTO TECNOLOGICO, ITT TIJUANA",5791
315 GENESEE (RIVER ROUGE),5790
1400 OLMSTEAD RD (KALAMAZOO),5786
2525 DOVE RD (PORT HURON),5780
14700 GODDARD (ALLEN PARK),5779
13701 OAK PARK BLVD (OAK PARK),5775
