address,count
"Horicon Wildlife Area, 1210 N Palmatory St",4813
Bank St at Meadow St (see coordinates),4808
Buckskin Mine North Site,4792
"GA. TECH., Ford ES&T Bldg, 311 Ferst St NW, Atlanta GA",4773
"Chevron Kemmerer Mine SB-111 (Fomerly PITTSBURG & MIDWAY COAL), KEMMERER, WY",4771
809 Pioneer Road,4743
"EL CAPITAN ST PRK, HWY 10",4741
Aprox 1245 12TH ST.,4721
Black Butte Mine I-80 Site,4701
133 Perry Avenue [Greenville ESC],4699
"HARRISON COURT,SITE LOCATED AT END OF CUL-DE-SAC",4694
"301 A STATE STREET, RENO, NV 89502",4693
"1032 BEECHER AVE, WYANDOTTE PARK",4692
612 South Chief Avenue,4663
"GREENWAY ALLEY, CLAIRTON",4650
"3648 N. LONG BEACH BLVD., LONG BEACH",4631
1425 Airport Drive,4629
1061-A Leesville Ave,4625
716 PLEASANT VALLEY ROAD,4619
"NIPOMO REGIONAL PARK, NIPOMO, CA.",4612
320 Old Hueco Tanks Road,4608
1830 Morlaine Road (1800 12th Street) [Cayce City Hall],4598
"310 S BROOKS, MESA",4589
6024 HIGHWAY 200,4588
755 MAPLE STREET (Columbia High School),4584
"46TH & FARNAM  OMAHA, NE",4576
LFC #1-LAS FLORES CANYON,4547
NA-8 North Antelope Rochelle (Near Irwin Ranch Road),4546
SE LAFAYETTE/5824 SE LAFAYETTE,4543
24 E. CHALMETTE CIRCLE,4536
350 KIMBARK ST.,4531
CHARLER01 WASTE TREATMENT PLANT,4515
"1486 AALA ST., HONOLULU, HAWAII 96817",4512
Black Butte Upwind,4503
SR 188 & US 60,4501
9610 SEVENTH STREET SW,4464
204 W AERO DR,4449
19 EMMONS LOOP,4442
31986 475th Ave,4439
711 WELCH ST,4431
BULLHEAD CITY 990 HWY 95,4428
1055 SEVENTH STREET   ELKO GRAMMAR SCHOOL NO. 2,4423
ROCKVIEW LANE,4409
"7711 ENGLISH ROAD, NILAND",4406
GEORGE ST TROOP AND CITY OF SCRANTON,4405
CIVIL DEFENSEBLDG. SAN ANTONIO URB. PONC,4366
4001 EAST SAHARA AVENUE,4358
"684A STATE ROUTE 341, RENO NV 89521",4349
1128 N.  27TH AVE-GREENWOOD STATION,4346
"10851 W Williams Rd, Sun City AZ",4341
2001 E 8th St,4317
Black Butte Pit 14,4308
107 CEDAR LANE ROAD [Parker],4306
BLACK BUTTE #852 (LUCITE HILLS),4306
344 Porter Drive,4294
"380 N FAIRVIEW AVENUE, GOLETA",4288
"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",4287
RONAN PARK,4278
Black Thunder Mine Site 12 Met Teom,4277
4701 MITCHELL STREET,4252
5102 HIGHWAY 50,4250
UNION & E. NORTH /NE CORNER INTERSECTION,4237
4700 East Marginal Way South,4235
250 Rim Rd,4234
WATER WELL #2 PINAL AIR PARK RD MARANA,4219
"228 W. PALM AVE., BURBANK",4213
"2391 Willow Road, Arroyo Grande, California",4209
"12101 Hwy 91, Nevada Las Vegas, NV 89165",4209
1445-1449 15TH STREET,4198
BALLARD RD,4187
ANDERSON AND PINECREST RD,4185
"150 9TH ST., EL CENTRO",4184
"133 MATHESON ST., HEALDSBURG",4172
"100 WASHINGTON ST., CLOVERDALE",4158
"NORTH BEACH, North Shoreline Owens Lake",4158
3525 N VALADEZ STREET,4157
16289 North Evans Rd #2,4146
"CHURCH AND FIRST STREETS, GUERNEVILLE CA",4145
HARRISON AVE,4133
"FAYETTE COUNTY HEALTH DEPT, 650 NEWTOWN PIKE",4128
2020 Vidaurri Ave,4123
"420 E. LAUREL ST, WILLOWS",4122
415 Pearl Street,4120
"58 HARVEY ROAD, Underhill, Vermont",4117
Spring Creek Encana,4100
Moxa,4094
STATE ARMORY - 1046 BELVOIR RD,4084
"1630 N MAIN ST, LOS ANGELES",4065
"200 E. BUENA VISTA, BARSTOW",4063
"323 South BULL STREET [Bates House, USC]",4061
1500 WEST SEVENTH,4057
"17288 OLIVE ST., HESPERIA",4055
"2900 Bennett Street, Jacksonville, FL 32206",4045
Big Powder River Road East,4040
DOUGLAS COUNTY HOSP  42ND & WOOLWORTH,4019
"South Highway 59, RR1, 1795 Dahlonegah Park Road, Stilwell, Oklahoma",4016
2189 rosselle st,4002
23RD & CAMANCHE,4002
251 EDISON DR.,3992
410 SOUTH GLENOAKS STREET,3985
"213 S. Denning Ave, Winter Park, FL 32789",3983
"235 SANTA FE AVENUE, PASO ROBLES, CA",3974
Golf and Haley,3973
37580 W. MARICOPA-CASA GRANDE HIGHWAY,3970
"614 RAILROAD AVE N, KENT",3951
10844 EAST OSBORN ROAD SCOTTSDALE AZ 85256,3932
713 West A Street,3925
44625 W GARVEY RD MARICOPA,3924
"SR 566, 3 Miles N of Birney",3922
"220 MAIN ST., STE 204, BRAWLEY",3910
"2300-C Wildcat Road, Decatur GA 30034",3898
LAKES MIDDLE SCHOOL/930 N 15TH ST,3897
"BELLE AYR BA-4,5N,5S",3892
"3955 E SUPERSTITION BLVD, APACHE JUNCTION",3887
KEY BANK/450 PACIFIC HWY N,3886
215 S OAK,3879
603 6th St.,3872
"120B N 4TH ST, SAN JOSE",3872
WEIRTON - SKYVIEW ELEMENTARY,3871
SBV - Kemmerer,3866
"STS POWER PLANT, VANDENBERG AFB",3862
9525 1/2 Clinton Dr,3860
EAGLE BUTTE EB-3,3849
"SC-1. 39,000 distance from mining activity, 6670"" from LNCM",3836
"CITY-CENTER., LAS VEGAS",3822
SC-3 Southeast of mine,3820
650 SOUTH AVE.,3816
Yosemite NP-Yosemite Village Vistor Center,3813
" 151 NO SUNRISE BLVD, ROSEVILLE, CA",3810
17225 Jersey Ave.,3810
501 COMMERICAL,3806
Genesis Alkali Westvaco - Downwind (East of facility),3796
"330 Mattly Avenue, LEE VINING, 93541",3786
"PORTSMOUTH, PEIRCE ISLAND",3783
