county_name,count
Abbeville,661
Cheboygan,660
Sanilac,648
Edgefield,632
Pueblo,622
Tolland,613
Saginaw,605
CHIHUAHUA STATE,576
LaPorte,534
Williamson,513
Bristol,511
Hampton City,504
Talbot,444
Palm Beach,438
Pitt,429
Arlington,423
Caledonia,406
St. Joseph,386
Hudson,385
Pawnee,371
Bartholomew,366
Posey,364
Benson,364
Lebanon,334
Routt,315
Trumbull,300
Humboldt,295
Stillwater,270
Lehigh,255
Charlevoix,252
McKinley,247
Westchester,234
Gloucester,214
Wood,213
Mitchell,210
Crook,192
Angelina,180
Vilas,176
Sebastian,163
Kosciusko,150
Harney,144
Caswell,144
Duplin,129
Bucks,128
Granville,126
Waupaca,120
Onondaga,116
Caldwell,116
Piscataquis,111
Asotin,108
Edgecombe,107
Kennebec,105
Coshocton,102
Johnston,102
Menominee,100
Northwest Arctic ,95
Amador,93
Sweet Grass,88
San Luis Obispo,78
Broome,78
Crittenden,77
Sandusky,72
Huron,60
Grand Traverse,50
Caddo,47
Nassau,44
Yancey,33
Tipton,32
Door,20
Etowah,20
Toa Baja,20
Oneida,15
Luzerne,15
Cabell,10
Ponce,10
Martin,6
