county_name,count
Rensselaer,644
Bonneville,628
Tuscaloosa,628
Cecil,625
Kittitas,617
Carson City,615
Pitt,607
Howell,603
Sangamon,599
Cabarrus,595
Harnett,583
Champaign,578
Lewis,561
Monongalia,556
Twin Falls,552
Clackamas,551
Calcasieu,546
Preble,545
Vernon,543
Otero,540
Winnebago,527
Gloucester,524
Blount,516
Boundary,515
Bennington,513
Audrain,512
Bristol City,510
Lynchburg City,509
Colbert,506
Harney,500
Suffolk City,499
Noble,491
Henry,489
Martinsville City,488
Ashley,483
Smyth,481
Miller,479
Roosevelt,476
Buffalo,475
Craighead,475
Saratoga,474
Oneida,474
Jones,473
Pope,471
Sebastian,471
Covington City,470
Garland,469
Schenectady,469
Carson,468
Arkansas,466
Norfolk,466
Lyon,462
Coles,459
Dickinson,458
Pittsburg,458
Iberville,457
Iron,457
Rapides,455
Pershing,450
Cleveland,448
White,448
Coahoma,447
Gaston,447
Minidoka,441
Crittenden,441
Comanche,436
Arlington,436
Loudoun,433
Allegany,431
Otoe,430
Chester,427
Humacao,427
Woodward,425
Alpena,424
Weston,422
Benewah,422
Licking,413
Garrett,412
Grays Harbor,411
Scotts Bluff,405
Gulf,400
Kandiyohi,397
Wise,392
Emmet,383
Addison,383
Modoc,381
Smith,378
Sussex,376
Dickson,371
Tuscarawas,369
Warrick,365
Wichita,363
Goshen,362
Clermont,357
Bartholomew,353
Vieques,350
Potter,346
Sagadahoc,343
Cloud,339
Saint Charles,336
Steuben,334
Queens,329
Forest,329
Collier,328
Chemung,325
Collin,324
Fairfax City,323
Berkeley,319
Marathon,317
Westchester,315
Kalamazoo,311
Arapahoe,308
Wilson,299
Rowan,298
Stafford,296
Clay,291
Chippewa,291
Columbia,285
Halifax,277
Posey,275
Bingham,270
Ketchikan Gateway ,264
Steele,263
Churchill,259
Mason,250
Barron,248
Alamance,245
Los Alamos,235
Loudon,233
Beaufort,228
Laurel,226
Mille Lacs,224
Granville,218
Sierra,213
Ashland,210
McCone,208
Kane,201
Guam,199
Lassen,188
Rockland,186
Moore,186
Watauga,184
Robeson,173
Anderson,171
Duplin,168
Trigg,167
Ector,161
Horry,147
Tippecanoe,143
Limestone,142
Tuscola,141
Koochiching,138
Texas,138
Davie,137
Giles,132
Greeley,131
Waupaca,130
Comal,129
Kearny,127
Morton,126
Tipton,124
Sheboygan,123
Portsmouth City,121
Sanilac,120
Stearns,119
Cibola,119
Allegan,119
Hamblen,119
Roberts,115
Cheboygan,115
Cabell,114
Raleigh,113
Otter Tail,112
Sainte Genevieve,110
Presque Isle,110
LaPorte,108
Isle of Wight,107
Elbert,106
Summers,105
Logan,102
Washtenaw,100
Charles,99
Clearwater,97
Wabash,86
Yuba,85
Brunswick,85
Virginia Beach City,79
Dearborn,70
Le Flore,70
Humphreys,66
Newport News City,64
Switzerland,62
Choctaw,61
Cole,60
Wasco,59
Pine,58
Freeborn,58
Beltrami,57
Itasca,57
Nicollet,57
Coffee,57
Roseau,57
Yellow Medicine,57
Crow Wing,54
Panola,54
