cbsa_name,count
"Huron, SD",6
"Auburn, NY",6
"Mitchell, SD",6
"Oneonta, NY",6
"Guymon, OK",5
"Pella, IA",5
"Shawano, WI",5
"Amsterdam, NY",5
"Batavia, NY",5
"Danville, KY",4
"Lewisburg, TN",4
"Albemarle, NC",4
"Havre, MT",4
"Oskaloosa, IA",4
"Greenwood, MS",4
"Celina, OH",4
"Statesboro, GA",3
"Oak Harbor, WA",3
"Ruston, LA",3
"Nacogdoches, TX",3
"Kirksville, MO",2
"Spencer, IA",2
"Ca¤on City, CO",2
"Owosso, MI",2
"Ashland, OH",2
"Henderson, NC",2
"North Wilkesboro, NC",2
"St. Marys, GA",2
"Thomasville, GA",1
"Sedalia, MO",1
"Astoria, OR",1
"Dublin, GA",1
"Jesup, GA",1
"Pinehurst-Southern Pines, NC",1
"Forest City, NC",1
